Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://github.com/hpcaitech/ColossalAI/issues/6256,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/hpcaitech/ColossalAI/issues/6255,B.4,B.4,B.4,B.4,B.4,B.4,B.4,B.4
https://github.com/hpcaitech/ColossalAI/issues/6254,C.9,C.7,C.10,C.10,C.9,C.9,C.9,C.9
https://github.com/hpcaitech/ColossalAI/issues/6253,C.5,C.5,C.5,C.5,C.9,C.5,C.5,C.5
https://github.com/hpcaitech/ColossalAI/issues/6252,B.2,C.3,C.3,C.3,C.3,C.3,C.3,C.3
https://github.com/hpcaitech/ColossalAI/issues/6251,B.4,B.4,B.4,B.4,B.4,B.4,B.4,B.4
https://github.com/hpcaitech/ColossalAI/issues/6250,B.2,B.2,B.2,B.2,B.2,B.3,B.2,B.2
https://github.com/hpcaitech/ColossalAI/issues/6249,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/hpcaitech/ColossalAI/issues/6248,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/hpcaitech/ColossalAI/issues/6247,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/hpcaitech/ColossalAI/issues/6246,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/hpcaitech/ColossalAI/issues/6245,C.8,A.3,A.3,A.3,A.4,A.3,A.3,A.3
https://github.com/hpcaitech/ColossalAI/issues/6242,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/hpcaitech/ColossalAI/issues/6241,A.3,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/hpcaitech/ColossalAI/issues/6240,B.4,B.4,B.4,B.4,B.4,B.4,B.4,B.4
https://github.com/hpcaitech/ColossalAI/issues/6239,C.5,C.5,C.5,C.5,C.2,C.5,C.5,C.5
https://github.com/hpcaitech/ColossalAI/issues/6238,B.3,B.3,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/hpcaitech/ColossalAI/issues/6237,A.2,A.3,A.2,A.3,A.2,A.2,A.2,A.2
https://github.com/hpcaitech/ColossalAI/issues/6236,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/hpcaitech/ColossalAI/issues/6235,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/hpcaitech/ColossalAI/issues/6234,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
