Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://gitee.com/mindspore/mindspore/issues/I71V26,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I7AGW6,C.5,C.5,C.5,C.5,C.9,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I6GGSK,C.1,C.1,C.1,C.1,C.1,C.1,C.6,C.1
https://gitee.com/mindspore/mindspore/issues/I7B19J,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I76TZS,C.1,C.8,C.4,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I850NR,C.1,C.1,C.1,C.1,C.6,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I7HFZN,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I7AVIK,C.10,C.10,C.10,C.10,C.10,C.10,C.10,C.10
https://gitee.com/mindspore/mindspore/issues/I7BXQH,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I69Z6X,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I8IN1V,C.3,C.3,C.3,C.3,C.3,C.7,C.3,C.3
https://gitee.com/mindspore/mindspore/issues/I6BSKP,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I6CHV2,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I6KMXM,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I7G598,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I6MALE,C.9,C.9,C.1,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I70VKH,C.5,C.5,C.5,C.5,C.5,B.1,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I6TL2K,C.6,C.6,C.6,C.6,C.6,C.6,C.10,C.6
https://gitee.com/mindspore/mindspore/issues/I6NGHD,C.1,C.1,C.1,C.1,C.1,C.1,C.6,C.1
https://gitee.com/mindspore/mindspore/issues/I81WV1,C.8,C.8,C.8,C.8,C.8,C.8,C.8,C.8
https://gitee.com/mindspore/mindspore/issues/I6MR1G,C.2,C.2,C.2,C.2,C.2,C.2,C.9,C.2
https://gitee.com/mindspore/mindspore/issues/I6TMMU,C.1,C.1,C.1,C.8,C.10,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I6P8BT,C.1,C.1,C.1,C.1,C.5,C.1,C.3,C.1
https://gitee.com/mindspore/mindspore/issues/I7NZXK,C.1,C.1,C.1,C.1,C.6,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I86BWP,C.2,C.2,C.2,C.2,C.2,C.10,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I6N4MS,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I7ZDOW,C.9,C.9,C.9,C.9,C.8,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I6BY4D,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I7IEYM,C.6,C.6,C.6,C.6,C.6,C.6,C.2,C.6
https://gitee.com/mindspore/mindspore/issues/I79KRY,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I8ID6F,C.6,C.6,C.6,C.6,C.6,C.6,C.6,C.6
https://gitee.com/mindspore/mindspore/issues/I8H8BL,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I8KVH2,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I7HNH9,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I6AGZZ,C.6,C.6,C.6,C.6,C.6,C.6,C.6,C.6
https://gitee.com/mindspore/mindspore/issues/I7QEVG,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I6CL6Z,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I6NOL5,C.9,C.9,C.9,C.9,C.9,C.9,C.3,C.9
https://gitee.com/mindspore/mindspore/issues/I6KPYG,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://gitee.com/mindspore/mindspore/issues/I70XGF,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I7NXQJ,C.3,C.1,C.3,C.3,C.3,C.7,C.3,C.3
https://gitee.com/mindspore/mindspore/issues/I7KLG9,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I8KGNM,C.9,C.9,C.9,C.9,C.9,C.7,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I6QMA6,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I81HDH,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I8L6E1,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I88SQM,C.5,C.5,C.5,C.5,B.3,C.5,C.10,C.5
https://gitee.com/mindspore/mindspore/issues/I7WYVG,C.5,C.5,C.5,C.5,B.3,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I7AT5K,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://gitee.com/mindspore/mindspore/issues/I7NXT5,C.9,C.9,C.9,C.9,C.9,C.2,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I6D2BZ,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I6NRNR,C.7,C.7,C.7,C.7,C.7,C.2,C.7,C.7
https://gitee.com/mindspore/mindspore/issues/I8BVU8,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I8KGI4,C.6,C.6,C.6,C.6,C.6,C.6,C.10,C.6
https://gitee.com/mindspore/mindspore/issues/I7S45Z,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I7JH55,C.9,C.9,C.9,C.9,C.8,C.9,C.9,C.9
https://gitee.com/mindspore/mindspore/issues/I7KI2W,C.1,C.1,C.2,C.8,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I6RBRE,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://gitee.com/mindspore/mindspore/issues/I8ED1E,C.1,C.1,C.3,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I8C30E,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I8LXSE,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://gitee.com/mindspore/mindspore/issues/I73P46,C.1,C.1,C.1,C.1,C.1,C.8,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I8PAUX,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://gitee.com/mindspore/mindspore/issues/I6X0MX,C.6,C.6,C.6,C.6,C.6,C.6,C.6,C.6
