Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://github.com/pytorch/pytorch/issues/116576,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/116574,C.5,C.5,C.5,C.5,C.5,C.5,C.7,C.5
https://github.com/pytorch/pytorch/issues/115924,C.1,C.1,C.1,C.9,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/115900,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/115828,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/115792,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/115742,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/pytorch/pytorch/issues/115630,C.6,C.6,C.6,C.1,C.6,C.6,C.6,C.6
https://github.com/pytorch/pytorch/issues/115515,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://github.com/pytorch/pytorch/issues/115411,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/pytorch/pytorch/issues/115144,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/114746,C.4,C.4,C.4,C.4,C.5,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/114437,C.3,C.3,C.3,C.3,C.3,C.3,C.3,C.3
https://github.com/pytorch/pytorch/issues/113599,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/pytorch/pytorch/issues/113444,B.1,B.1,C.4,B.1,B.1,B.1,B.1,B.1
https://github.com/pytorch/pytorch/issues/113265,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/113204,C.4,C.4,C.10,C.4,C.4,C.4,C.1,C.4
https://github.com/pytorch/pytorch/issues/113110,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://github.com/pytorch/pytorch/issues/112591,B.2,B.2,B.2,B.2,B.2,B.4,B.2,B.2
https://github.com/pytorch/pytorch/issues/112575,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/112340,C.1,C.1,C.1,C.1,C.8,C.9,C.1,C.1
https://github.com/pytorch/pytorch/issues/112137,C.3,C.3,C.3,C.3,C.3,C.9,C.3,C.3
https://github.com/pytorch/pytorch/issues/112099,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/111672,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/pytorch/pytorch/issues/111558,C.4,C.4,C.4,C.4,C.4,C.1,C.4,C.4
https://github.com/pytorch/pytorch/issues/111526,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
https://github.com/pytorch/pytorch/issues/111457,C.4,C.4,C.4,C.4,C.4,C.4,C.3,C.4
https://github.com/pytorch/pytorch/issues/110737,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/110664,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/110153,C.1,C.1,C.1,C.1,C.9,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/110149,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/pytorch/pytorch/issues/109977,C.1,C.1,C.1,C.2,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/109894,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/pytorch/pytorch/issues/109142,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/108868,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/108791,C.1,C.1,C.1,C.1,C.7,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/108559,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/108455,C.6,C.6,C.6,C.6,C.6,C.6,C.6,C.6
https://github.com/pytorch/pytorch/issues/108381,C.4,C.4,C.7,C.6,C.4,C.4,C.4,C.4
https://github.com/pytorch/pytorch/issues/108368,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/pytorch/pytorch/issues/108202,C.4,C.4,C.4,C.4,C.4,C.4,C.3,C.4
https://github.com/pytorch/pytorch/issues/107894,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
