Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://gitee.com/ascend/MindSpeed/issues/IBZ414,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/ascend/MindSpeed/issues/IBY945,B.3,B.3,B.4,C.7,B.3,B.2,B.3,B.3
https://gitee.com/ascend/MindSpeed/issues/IBX3GM,B.2,B.1,B.2,B.4,B.3,B.2,B.2,B.2
https://gitee.com/ascend/MindSpeed/issues/IBWXBX,B.2,B.1,B.2,B.2,B.2,B.2,B.2,B.2
https://gitee.com/ascend/MindSpeed/issues/IBVEV6,B.4,B.1,B.2,B.2,B.2,B.1,B.2,B.2
https://gitee.com/ascend/MindSpeed/issues/IBU3B8,A.3,A.3,A.3,A.4,A.1,A.3,C.3,A.3
https://gitee.com/ascend/MindSpeed/issues/IBRP1H,C.8,B.3,B.1,B.1,B.1,B.1,B.1,B.1
https://gitee.com/ascend/MindSpeed/issues/IBPMEM,B.1,B.1,B.1,B.1,B.1,B.2,B.1,B.1
https://gitee.com/ascend/MindSpeed/issues/IBNUFY,A.3,A.3,A.3,A.3,A.3,A.3,A.1,A.3
https://gitee.com/ascend/MindSpeed/issues/IBI579,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://gitee.com/ascend/MindSpeed/issues/IBFIHW,B.4,B.4,B.4,B.1,B.4,B.4,B.4,B.4
https://gitee.com/ascend/MindSpeed/issues/IBF66Q,C.3,C.1,C.3,C.3,C.3,C.3,C.3,C.3
https://gitee.com/ascend/MindSpeed/issues/IBDZ87,B.2,B.2,B.2,B.2,B.1,B.2,B.2,B.2
https://gitee.com/ascend/MindSpeed/issues/IBD6YU,B.2,B.2,B.2,B.2,B.4,B.3,B.2,B.2
https://gitee.com/ascend/MindSpeed/issues/IBCUGF,A.3,A.3,A.3,A.3,A.3,A.4,A.3,A.3
https://gitee.com/ascend/MindSpeed/issues/IBC7ST,B.2,B.2,B.2,B.2,B.2,B.2,B.4,B.2
https://gitee.com/ascend/MindSpeed/issues/IBBX7O,B.2,B.2,B.4,B.2,B.2,B.2,B.2,B.2
